text,label

" STUCK IN DELEGORD EXCEPTION QUEUE RETURN CK AND PHONE NEED TO PUSH PSR THEN DISCONNECT ACCOUNT PLEASE INCLUDE THESE NOTES IN EMAIL PSR ",Data

" CANT VALIDATE; ERROR NO DATA FOUND. TN -PIN PSR ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. PLEASE SEE SCREENSHOT -- CH & all groomed off the DS on ISR -SNAN. Please update CHs to show as Unassigned. CH CHRIS MURFIN - GROOM COMPLETE Circuit HCXX IOR WORKED TECH MONITORED PRE-GROOM STATUS VIA PE.SNAN-TX SERIAL Tue Feb CST CH BRUCE HILL GROOM COMPLETED FOR CKT HCXX IOR PRE-GROOM STATUS Mon Feb CST CH BRUCE HILL GROOM COMPLETED FOR CKT HCXX IOR PRE-GROOM STATUS Mon Feb CST ",Data

" CUST STUCK ON PINS IN DIFF DSLAM PINS & NEED TO REMOVE PINS PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. PINS STILL SHOWING IN EQ INVENTORY AND HAS ALREADY BEEN DISCONECTED. PLEASE CLEAR PINS & . TN --CLLI AGSTKYXA-- DSLAM AGSTKYAGSTDAT--CIRCUIT BB EDWARDS, KAYLA NA PSR NA ",Training

" ERROR AN ERROR OCCURED DURING THE CUSTOM PRE-VALADATION PROCEDURE - DB ERRORORA-NO DATA FOUND PSR ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Error An Error occurred during the Custom Pre-Validation Procedure - ORA- Same TN or Customer has an Open Order in NextGen MSS. Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS. PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. STUCK IN EXCEPTN; ERROR COULD NOT ASSIGN CONNECTIONS. CANNOT INSERT NULL INTO ASAP_COMP_REL_NS_COMP_ID_CHILD TN -MATCH MIROR TO PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. STUCK IN BBCOMP; ERROR DLRD TASK IN REMASGN QUEUE WAS NOT PROCESSED PROPERLY. PLEASE RE-OPEN DLRD TASK AND COMPLETE AGAIN. TN -ONCE THIS PSR IS COMPLETED--MAKE NEW PRS AND ASGN TO CORRECT BLOCK PSR ",Data

" stuck in BB COMP QUEU PHONE NEED TO DISCONNECT SVC PLEASE INCLUDE THESE NOTES WITH EMAIL PSR ",Training

" UNABLE TO COMPLETE REMASGN Error An Error occurred during the Custom Pre-Validation Procedure - ORA- Same TN or Customer has an Open Order in NextGen MSS. Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS. phone PSR ",Training

" Error An Error occurred during the Custom Pre-Validation Procedure - ORA- Same TN or Customer has an Open Order in NextGen MSS. Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS. tn PSR ",Training

" WORKING MODASGN TASK TO CHG PIN TO BLK , PIN . NGMSS WILL NOT ALLOW ME TO UNASSIGN BLK , PIN AND ASSIGN PIN . PSR ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. TN= UNABLE TO ACCESS IN BBCOMP QUEUE TO COMPLETE NEED TO DISC CUSTOMER PSR ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Cancel didn' replicate PSR NGMSS is set to cancel in but NOT in NGMSS - Hedrick Gardner - Wilmington PSR ",Miscellaneous

" NO SPECIFIC ERROR. JUST MANY PINS FOR SAME CUSTOMER THAT SHOW CANCEL BUT WILL NOT DISAPPEAR., THEY ARE HUNG PINS. TN - SEE ATTACHMENT PLEASE CLEANUP PSR UNKNOWN ",Data

" IN SERVICE CHILDREN TN - CLEANUP - DISCONNECT PSR ",Data

" PSR ",Training

" Unable to complete DLRD task . Getting below error message. Task in REMASGN Work Queue, Telephone , Error MessageThe circuits for this service request are not complete. Please complete or reverse if the order has been cancelled the required engineering before completing this task. The DLRD on row is violating the constraint. PSR ",Training

" Unable to Validate PSR. Getting below error message. , Telephone , Error MessageError An Error occurred during the Custom Pre-Validation Procedure - ORA- Same TN or Customer has an Open Order in NextGen MSS. Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS. PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. On NGMSS Order , the wrong circuit was pulled into the schematic design on the . Because that order is now being canceled, and there is an in-service on it, the DD will not complete. There is an error about pending child circuits. NG will not allow me to do redesign to move this connection. Can someone for it to let me do that or DD the order Thanks PSR NG ",Miscellaneous

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. ORA- PIN TO WHICH THE CUSTOMER IS ASSIGN IS NOT COMPATIBLE FOR THE SELECTED SPEED PRODUCT. PLEASE ASSIGN COMPATIBLE PIN PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. NOT ABLE TO QUAL FOR DUAL QUAL IN DSLAM PSR ",Training

" ReturnCd - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Unable to process item Actiontec -VDSL Product group . Miscellaneous Error Unable to copy item to the order as the Service Item is on another open PSR Order. The Preference to Copy Pending PSR Items is set to No.. Error Code Miscellaneous Error Unable to copy item to the order as the Service Item is on another open PSR Order. The Preference to Copy Pending PSR Items is set to No.Error Code Unable to process item Actiontec -VDSL Product group . Miscellaneous Error Unable to copy item to the order as the Service Item is on another open PSR Order. The Preference to Copy Pending PSR Items is set to No.. TN - CLEANUP, REMOVE EXTRA PIN PSR ",Data

" Unable to complete DD task . Getting below error message. Task in BBCOMP Work Queue, Telephone , Error Messageunable to complete BBCOMP in hwin PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. WILL NOT ALLOW TO UNASSIGN PINS ,, AND ASSIGN TO AND PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Unable to close DELEGORD task NA PSR ",Miscellaneous

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. ISR GROOM CIRCUIT REMMOVAL ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. UNABLE TO COMPLETE MODASGN ORA- ERROR WHILE WORKING VCONDES. ERROR ORA- THE PATH OF DSLAM UPLINK.. NQQ HNTNTXLDAT DLLSTX WHERE THE CUSTOMER IS GOING TO BE PROVISIONED IS NOT VALID. PSR ",Data

" Unable to complete DD task . Getting below error message. Task in BBCOMP Work Queue, Telephone , Error Messageunable to complete BB COMP in HWIN PSR ",Training

" ReturnCd - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message The customer has account status DISCONNECTED or PENDING DISCONNECT or SUSPENDED. Orders cannot be entered for this customer. Error Code The customer has account status DISCONNECTED or PENDING DISCONNECT or SUSPENDED. Orders cannot be entered for this customer. PSR ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. The Cancelled Supp code does not show up on NGMSS PON , but it does show up on the associated hPAE PSR . Therefore, am unable to complete the cancellation process on NGMSS PON . Please correct. PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Error - Incomplete Gateway Event found on the LEGACY DD Task. NGMNSS DD can not be completed until after teh legacy dd gateway events are completed. PSR is ready in DD in HPAE but it says it can' complete until NGMNS Order completes. PSR ",Training

" ORA- ERROR WHILE WORKING VCONDES. ERROR ORA-. COULD NOT CREATE VIRTUAL ASSIGNMENTS. ORA-. CANNOT INSERT NULL INTO ASAP. NS_CON_REL_CA_VAL. CA_VALUE TN= FOUND CUSTOMER LIKE THIS IN PSR ",Miscellaneous

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. KY HCGS WINN , Issue Order DISC - This is disconnect circuit at the DLRD task. tried to process this and received an error in the CLR DLR. 've included copy of the error. It will not let me process and complete the DLRD. Please fix. ",Data

"Alternate contact phone number for yourself, if applicable -- Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. ISR Groom Circuit Removal. Please remove the circuits listed from the ISRs per the attachment. PSR ",Training

"Alternate contact phone number for yourself, if applicable Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. did SUP to cancel but it is not showing up in ngmss as cancel PSR ",Training

"Alternate contact phone number for yourself, if applicable Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Please see attached screenshot tnr PSR ",Data

" Unable to complete PCONDES task . Getting below error message. Task in MOSASGN Work Queue, Telephone , Error Message v_return_cd - v_return_textORA- cannot insert NULL into ASAP.NS_CON_REL_CA_VAL.CA_VALUE PSR ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Phone missing bras infomation, techs unable to see in dsl vision ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Getting error for TN and cannot be moved to DSLAM MLRSFLELIZDCL due to the customer' incompatiable speed profile of . EWO ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. order stuck in NSP QUEUE customer ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. AM UNABLE TO CLOSE THE DUE DATE TASK FOR THE FOLLOWING REASON This order includes circuits which are not in the appropriate status for the circuit activity. Another order must be completed against these circuits to change them into appropriate status before this order can be due date completed. The DD on roe is violating the constraint. The order number is . The circuit ID is -DAT-. PSR ISR -NNI ",Training

" ReturnCd ReturnText One or more required Addresses have not been delegated to NGMSS PSR ",Data

"Alternate contact phone number for yourself, if applicable - ATTEMPTED TO CANCEL ORDER STUCK IN ADDASGN WOULD NOT ALLOW COMPLETION IN HWNN NOR IN NEXTGEN PHONE -- PSR ",Miscellaneous

" Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageReturnCd - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Unable to validate item Product group . Error Code Missing Data servItemID is required for DISCONNECT orderitem.Error Code Unable to validate item Product group . PSR ",Delegation

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. ISR -CAPB. THIS ORDER WAS CREATED TO REPLACE ORDER -CAPB. NEEDED TO RETAIN CKT ID AAAD, BUT UNTIL -CAPB WAS COMPLETE, WE COULD NOT REUSE THAT CKT ID, SO WE CREATED CKT ID AAAD-DS INSTEAD ON THE NEW ORDER. -CAPB SHOULD NOW BE CANCELLED, LEAVING ONLY -CAPB AND CKT AAAD-DS. CAN WE REMOVE THE -DS FROM THE CKT ID LEAVING ONLY AAAD THIS WILL RESOLVE ANY FURTHER CONFUSION ON THE CKT ID. PSR ISR -CAPB ",Training

" SHOWS AS DISCONNECTED IN MIROR & HWIN. HOWEVER, IT IS STILL ASSIGNED TO BLK , PIN IN NGMSS. PLEASE CLEAR THIS PIN IN INVENTORY SO IT CAN BE USED FOR . DISCONNECTED PSR ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. DD on pon won' complete in NGMSS because of attached screenshot PSR ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. ISR GROOM CIRCUIT CONFLICT REMOVAL - Please remove the following circuits from their ISRs. Thank you HCGS PUA DS ISR -SMFR HCGS IOR ISR -SNAN HCGS PUA DS HCGS PUA DS ISR -MMPH HCGS PUA DS ISR -WASH HCGS PUA DS HCGS PUA DS HCGS PUA DS HCGS PUA DS ISR -RLGH ",Training

" TECH CALLED IN ON BB UPGRADE TO MB- RECORD IN PROGRESS-CANCELLED THIS & TRIED TO MODIFY BUT RECORD DOESN' SHOW SPEED CUST IS CURRENTLY ON-TRIED TO DISC BB SVC & ADD NEW BUT GOT ERROR MESSAGETHERE ARE IN SERVICE CHILDREN THAT ARE NOT ON THE ORDER. THE ITEM CANNOT BE DISCONNECTED TN PSR ",Data

" TECH CALLED IN ON BB UPGRADE TO MB- RECORD IN PROGRESS-CANCELLED THIS & TRIED TO MODIFY BUT RECORD DOESN' SHOW SPEED CUST IS CURRENTLY ON-TRIED TO DISC BB SVC & ADD NEW BUT GOT ERROR MESSAGETHERE ARE IN SERVICE CHILDREN THAT ARE NOT ON THE ORDER. THE ITEM CANNOT BE DISCONNECTED PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. ERROR WHILE WORKING VCONDES. Error ORA- no data found. psr wont complete out of modasgn PSR ",Data

" TN= UNABLE TO VALIDATE PSR ERROR=AN ERROR OCCURRED DURING THE CUSTOM REVALIDATION PROCEDURE ORA SAME TN OR CUSTOMER HAS AN OPEN ORDER IN NEXTGEN MSS. PLEASE COMPLETE THE OPEN ORDER IN NG MSS AND TRY TO VALIDATE IN HWIN MSS THE PR IN NG IS IN DUEDATE COMPLETE BUT CANNOT ACCESS TASK MAINTENANCE TO COMPLETE PSR ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. - order stuck in nsp queue ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. stuck in NSP queue ",Training

" UNABLE TO COMPLETE MOVE v_return_cd - v_return_textCould not assign connectionsORA- cannot insert NULL into ASAP.NS_COMP_REL.NS_COMP_ID_CHILD PHONE = PSR ",Miscellaneous

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. open psr and can' perform new psr to cancel record, sup type of cancel was applied to this order on still has dslamus task and bbcomp tn psr acct PSR ",

" the MSS FT TO BB is not found on the account. TN - FROM CALL BOND SEE MIROR PSR ",Data

" TRYING TO CREATE MODASGN TASK. NGMSS SHOWS OPEN CHGS STILL PENDING. SHOWS AS IN DSLAM READY. PSR NGMSS ",Training

" ORA- ERROR WHILE WORKING VCONDES. ERROR ORA- CANNOT INSERT NULL INFO ASAP.DESIGN.ISSUE_NBR TN= PSR ",Data

" This order is already open by at BOT IS LOCKED INTO RECORD. PSR ",Training

" UNABLE TO CREATE PSR DELEGATED ORDER PSR ",Delegation

" ORDER IS STUCK IN THE DSLAM QUEUE IN NEX GEN AND .. NEEDS PUSHED SO RECORD WILL SHOW IN AQUARIUM PSR ",Delegation

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. trying to validate psr and get error message of an open order in nextgen however order shows complete PSR ",Data

" TN= UNABLE TO VALIDATE PSR ERROR=AN ERRO OCCURRED DURING THE CUSTOM PREVALIDATION PROCEDURE. ORA THE MSS FTTOBB IS NOT FOUND ON THE ACCOUNT. PSR ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. EXCPTN QUEUE v_return_cd - v_return_textCould not assign connectionsThe required Ethernet uplink or FTTP pins are not found in wire center JFSNGAP for the speed product.Please lower the speed as it is not supported. PSR ",Training

" STUCK IN DELEGORD EXCEPTION PHONE NEED TO DISC PLEASE INCLUDE THESE NOTES WITH EMAIL PSR ",Training

"Alternate contact phone number for yourself, if applicable mss ft to bbd is not found on the account phone -- PSR ",Data

" -- ERROR-SAME TN HAS OPEN ORDER IN NEXTGEN PSR ",Training

" MSS ACCOUNT IN PENDING STATUS IN HWIN. NEED TO CLEAR ERROR SO ACCOUNT CAN BE DISCONNECTED TN PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Receiving message when trying to complete DLRD task for order . Attachment added. ",Data

" ERROR AN ERROR OCCURRED DURING THE CUSTOM PRE-VALIDATION PROCEDURE - ORA THE MSS AWGF IS NOT FOUND ON THE ACCOUNT CUST NEEDS TO BE UPDATED TO MG RANGE VDSL MODEM. TN= PSR ",Data

" UNABLE TO COMPLETE DELEGORD EXCEPTN; CONFIRMED NO IN SERVICE CHILDREN TO COPY TO ORDER ERROR=ReturnCd - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Invalid order information, please verify. Error Code Miscellaneous Error There are In Service children that are not on the order. The item cannot be disconnected..Error Code Invalid order information, please verify. TN= PSR ",Data

" TRYING TO CREATE REMASGN TASK. GETTING ERROR ACTIVE PENDING IN NGMSS. FOUND NGMSS TASK IN DSLAMSUS READY. PLEASE COMPLETE THIS TASK. PSR IN NGMSS . ",Training

" TRYING TO CREATE REMASGN TASK. GETTING THERE ARE IN SERVICE CHILDREN THAT ARE NOT ON THE ORDER. THE ITEM CANNOT BE DISCONNECTED. PSR ",Data

" Unable to complete BBDES task . Getting below error message. Task in EXCEPTION Work Queue, Telephone , Error MessageCannot insert NULL into ASAPNX_CON_REL_CA_VALCA_VALUE PSR ",Training

" Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageReturnCd - ReturnText Unable to retrieve Order from MSShWin Domain Unhandled process exception com.windstream.mss.exceptions.MetaSolvException javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Exporting Order. Message Error Service Item does not have parent relationship defined in the serv_item_rel table. Please contact Customer Support.Error Code Error Service Item does not have parent relationship defined in the serv_item_rel table. Please contact Customer Support. PSR ",Data

" Unable to complete DLRD task . Getting below error message. Task in REMASGN Work Queue, Telephone , Error MessageThe circuits for this service request are not complete. Please complete or reverse if the order has been cancelled the required engineering before completing this task. The DLRD or DD on row enter row is violating the constraint PSR ",Training

" Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Unable to validate item Product group . Error Code Missing Data servItemID is required for DISCONNECT orderitem.Error Code Unable to validate item Product group . PSR ",Delegation

" Unable to complete DELEGDES task . Getting below error message. Task in EXCEPTION Work Queue, Telephone , Error MessageReturnCd - - ReturnText CIRCUIT DESIGN ID of not found PSR ",Training

" Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageReturnCd - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Unable to validate item Product group . Error Code Miscellaneous Error SP_PSRAPI_UPDATE_VALUES Invalid value. Entered value does not have character length of through .Error Code Unable to validate item Product group . PSR ",Delegation

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. PSR IS SHOWING PENDING IN COP MAH VIEW IN NGMNS. Unable to sign off until it shows Ready. This order has been cancelled and DD needs to be completed PSR ",Training

" CANT VAILDATE; ERROR THE MSS FT TO BB IS NOT FOUND ON THE ACCOUNT. TN -PIN -SPEED MB RANGE PSR ",Data

" Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageReturnCd - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. Message Exception Thrown Importing Order. Message Invalid order information, please verify. Error Code Miscellaneous Error There are In Service children that are not on the order. The item cannot be disconnected..Error Code Invalid order information, please verify. PSR ",Data

" UNABLE TO COMPLETE REMASGN. Error reading circuit id. Contact Support Phone PSR ",Data

" Unable to complete BBDES task . Getting below error message. Task in EXCEPTION Work Queue, Telephone , Error Message v_return_cd - v_return_textORA- The MSS Exchange is not found on the account. PSR ",Data

" Unable to complete NSP task . Getting below error message. Task in NSP Work Queue, Telephone , Error Message DLRD task in REMASGN queue was not processed properly. Please re-open DLRD task and complete again PSR ",Training

" Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Unable to validate item Product group . Error Code Missing Data servItemID is required for DISCONNECT orderitem.Error Code Unable to validate item Product group . PSR ",

" Unable to complete BBDES task . Getting below error message. Task in EXCEPTION Work Queue, Telephone , Error MessageORA- no data found PSR ",Data

" Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageReturnCd - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Customer account has open orders or has already been disconnected. Error Code Customer account has open orders or has already been disconnected. PSR ",Delegation

" NO EXACT ERROR. ORDER IS HUNG IN QUEUE. PSR ",Data

" BPQ was called but returned an error; the MSS to BPQ call was not successful, check for valid TN. PSR ",Training

" Unable to complete BBDES task . Getting below error message. Task in EXCEPTION Work Queue, Telephone , Error Message v_return_cd - v_return_textORA- The MSS Exchange is not found on the account. PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. ISR GROOM CIRCUIT REMOVAL ",Training

" Unable to complete DD task . Getting below error message. Task in BBCOMP Work Queue, Telephone , Error MessagePCONDES task in MODASGN queue was not processed properly. Please re-open PCONDES task and complete again. PSR ",Training

" Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageReturnCd - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Unable to process item Actiontec PSR ",Delegation

" Unable to complete BBDES task . Getting below error message. Task in EXCEPTION Work Queue, Telephone , Error Message v_return_cd - v_return_textDB Error ORA- no data found PSR ",Data

" UNABLE TO VALIDATE Error An Error occurred during the Custom Pre-Validation Procedure - ORA- The MSS FT TO BB is not found on the account. PSR ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. PSR DWLWBGPAXL AWG. FTP ",Training

" Unable to validate PSR, Telephone , Error MessageError An Error occurred during the Custom Pre-Validation Procedure - ORA- Same TN or Customer has an Open Order in NextGen MSS. Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS. PSR ",Data

"Alternate contact phone number for yourself, if applicable -- Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. ISR Groom Circuit Removal. Please remove the circuits listed from the ISRs per the attachment. PSR ",Training

" Unable to complete DD task . Getting below error message. Task in BBCOMP Work Queue, Telephone , Error Messageunable to complete DD BB COMP queue in HWIN PSR ",Training

" Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageReturnCd - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Unable to process item WINDSTREAM Product group . The Service Item had already been disconnected on another order.. Error Code The Service Item had already been disconnected on another order.Error Code Unable to process item WINDSTREAM Product group . The Service Item had already been disconnected on another order.. PSR ",Delegation

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. ORA- ERROR WORKING NEXTGEN MSS DD TASK, COULD NOT COMPLETE DD TASK, ERROR ORA- PHYSICAL CIRCUIT IS NOT ASSIGNED TO THE PORT PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. unable to fond customers location PSR ",Delegation

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. cannot close nextgen order . Getting the following error message The circuits for this service request are not complete. Please complete or reverse if the order has been cancelled the required engineering before completing this task. The DD on row is violating the constraint The order number is The Circuit ID is --- reopened Design but came back unresolved mwillis PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. can' close the DD task on these ISRs that are supped to cancel -SU -SU -SU ",Training

" The Service Item had already been disconnected on another order.Error Code Unable to process item Mb .Mb Product group . The Service Item had already been disconnected on another order.. STUCK IN EXCEPTN ON HWIN SIDE. PSR ",Delegation

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Not able to complete design task. See attch error. PSR ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. DD on pon won' close because of attached screenshot PSR ",Delegation

" ReturnCd - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Unable to validate item Product group . Error Code Missing Data servItemID is required for DISCONNECT orderitem.Error Code Unable to validate item Product group . PSR ",Delegation

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. DD won' complete because of pop-up on attached screenshot PSR ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. cannot close nextgen order . Getting the following error message parent connection for this service request has other connections riding it, which are still in service. All child connections must be disconnected from parent connection before the order disconnecting the parent can have its Due Date completed. The DD on row is violating the constraint The order number is The Circuit ID is HCGS PUA DS Reopen Design but it came right back unresolved mwillis PSR ",Miscellaneous

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Unable to close DD on HextGen in the exception queue due to dlr error. PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Unable to close in System queue...getting dlr error PSR ",Training

" AUTOMATION ORDER STUCK IN DSLAM QUEUE IN NEXT GEN. TN - PSR NEXT GEN ",Training

" WILL NOT GIVE TO REMASGN PSR ",Data

